Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroupWithClientRole,Magic Number,The method contains a magic number: 7,218
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroupWithSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's path not equal""`innerSubGroup.getPath()`is(""/Group with subgroup with subgroup/My SubGroup/My Inner SubGroup""));"" is 135.",250
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroupWithSubGroup,Magic Number,The method contains a magic number: 8,250
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttribute,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value"")));"" is 144.",291
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttribute,Magic Number,The method contains a magic number: 9,291
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRole,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value"")));"" is 144.",312
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRole,Magic Number,The method contains a magic number: 10,312
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRole,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value"")));"" is 144.",333
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRole,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",333
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRole,Magic Number,The method contains a magic number: 11,333
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSubgroup,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value"")));"" is 144.",355
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSubgroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",355
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSubgroup,Magic Number,The method contains a magic number: 12,355
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value"")));"" is 144.",386
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",386
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Long Statement,"The length of the statement ""GroupRepresentation subGroup=subGroups.stream().filter(it -> it.getName().equals(""My SubGroup"")).findFirst().orElse(null);"" is 122.",386
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Long Statement,"The length of the statement ""GroupRepresentation sub2ndGroup=subGroups.stream().filter(it -> it.getName().equals(""My 2nd SubGroup"")).findFirst().orElse(null);"" is 129.",386
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Magic Number,The method contains a magic number: 13,386
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Magic Number,The method contains a magic number: 2,386
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value"")));"" is 144.",432
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",432
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Long Statement,"The length of the statement ""GroupRepresentation subGroup=subGroups.stream().filter(it -> it.getName().equals(""My SubGroup"")).findFirst().orElse(null);"" is 122.",432
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Long Statement,"The length of the statement ""GroupRepresentation sub2ndGroup=subGroups.stream().filter(it -> it.getName().equals(""My other 2nd SubGroup"")).findFirst().orElse(null);"" is 135.",432
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Magic Number,The method contains a magic number: 14,432
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Magic Number,The method contains a magic number: 2,432
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeValue,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value""`""my added attribute second value"")));"" is 178.",478
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeValue,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",478
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeValue,Magic Number,The method contains a magic number: 15,478
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttribute,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value""`""my added attribute second value"")));"" is 178.",510
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttribute,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my second added attribute"")`containsInAnyOrder(""my second added attribute value""`""my second added attribute second value"")));"" is 199.",510
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttribute,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",510
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttribute,Magic Number,The method contains a magic number: 16,510
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttribute,Magic Number,The method contains a magic number: 2,510
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeValue,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value""`""my added attribute second value"")));"" is 178.",543
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeValue,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my second added attribute"")`containsInAnyOrder(""my changed attribute value""`""my second added attribute second value"")));"" is 194.",543
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeValue,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",543
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeValue,Magic Number,The method contains a magic number: 17,543
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeValue,Magic Number,The method contains a magic number: 2,543
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeKey,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my added attribute"")`containsInAnyOrder(""my added attribute value""`""my added attribute second value"")));"" is 178.",576
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeKey,Long Statement,"The length of the statement ""assertThat(""attributes is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value""`""my second added attribute second value"")));"" is 189.",576
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeKey,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",576
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeKey,Magic Number,The method contains a magic number: 18,576
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeKey,Magic Number,The method contains a magic number: 2,576
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttribute,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value""`""my second added attribute second value"")));"" is 195.",610
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttribute,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",610
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttribute,Magic Number,The method contains a magic number: 19,610
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttributeValue,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",643
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttributeValue,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",643
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttributeValue,Magic Number,The method contains a magic number: 20,643
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondRealmRole,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",676
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondRealmRole,Long Statement,"The length of the statement ""assertThat(""realm roles is null""`updatedGroup.getRealmRoles()`containsInAnyOrder(""my_realm_role""`""my_second_realm_role""));"" is 122.",676
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondRealmRole,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",676
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondRealmRole,Magic Number,The method contains a magic number: 21,676
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteRealmRole,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",708
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteRealmRole,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",708
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteRealmRole,Magic Number,The method contains a magic number: 22,708
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteLastRealmRole,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",741
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteLastRealmRole,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role"")));"" is 131.",741
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteLastRealmRole,Magic Number,The method contains a magic number: 23,741
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondClientRole,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",772
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondClientRole,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_client_role""`""my_second_client_role"")));"" is 155.",772
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondClientRole,Magic Number,The method contains a magic number: 24,772
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClientRole,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",806
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClientRole,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_second_client_role"")));"" is 138.",806
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClientRole,Magic Number,The method contains a magic number: 25,806
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRolesFromSecondClient,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",839
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRolesFromSecondClient,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""moped-client"")`containsInAnyOrder(""my_second_client_role"")));"" is 138.",839
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRolesFromSecondClient,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",839
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRolesFromSecondClient,Magic Number,The method contains a magic number: 26,839
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRolesFromSecondClient,Magic Number,The method contains a magic number: 2,839
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClient,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",874
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClient,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",874
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClient,Magic Number,The method contains a magic number: 27,874
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",908
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",908
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",908
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my subgroup attribute"")`containsInAnyOrder(""my subgroup attribute value"")));"" is 157.",908
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeToSubGroup,Magic Number,The method contains a magic number: 28,908
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeValueToSubGroup,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",946
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeValueToSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",946
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeValueToSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my subgroup attribute"")`containsInAnyOrder(""my subgroup attribute value""`""my subgroup attribute second value"")));"" is 194.",946
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeValueToSubGroup,Magic Number,The method contains a magic number: 29,946
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",980
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",980
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my subgroup attribute"")`containsInAnyOrder(""my subgroup attribute value""`""my subgroup attribute second value"")));"" is 194.",980
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my second subgroup attribute"")`containsInAnyOrder(""my second subgroup attribute value""`""my second subgroup attribute second value"")));"" is 215.",980
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Magic Number,The method contains a magic number: 30,980
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Magic Number,The method contains a magic number: 2,980
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",1017
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",1017
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my subgroup attribute"")`containsInAnyOrder(""my subgroup attribute second value"")));"" is 164.",1017
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my second subgroup attribute"")`containsInAnyOrder(""my second subgroup attribute value""`""my second subgroup attribute second value"")));"" is 215.",1017
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Magic Number,The method contains a magic number: 31,1017
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Magic Number,The method contains a magic number: 2,1017
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeFromSubGroup,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",1051
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeFromSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",1051
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeFromSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my second subgroup attribute"")`containsInAnyOrder(""my second subgroup attribute value""`""my second subgroup attribute second value"")));"" is 215.",1051
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeFromSubGroup,Magic Number,The method contains a magic number: 32,1051
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRoleToSubGroup,Long Statement,"The length of the statement ""assertThat(""attributes roles is null""`updatedGroup.getAttributes()`hasEntry(is(""my changed attribute"")`containsInAnyOrder(""my changed attribute value"")));"" is 154.",1085
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRoleToSubGroup,Long Statement,"The length of the statement ""assertThat(""client roles is null""`updatedGroup.getClientRoles()`hasEntry(is(""second-moped-client"")`containsInAnyOrder(""my_client_role_of_second-moped-client""`""my_second_client_role_of_second-moped-client"")));"" is 208.",1085
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRoleToSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my second subgroup attribute"")`containsInAnyOrder(""my second subgroup attribute value""`""my second subgroup attribute second value"")));"" is 215.",1085
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRoleToSubGroup,Long Statement,"The length of the statement ""assertThat(""subgroup's attributes is null""`subGroup.getAttributes()`hasEntry(is(""my second subgroup attribute"")`containsInAnyOrder(""my second subgroup attribute value""`""my second subgroup attribute second value"")));"" is 215.",1085
